,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,status
107617,d6235477014458ade86158040370fca8,85f4e1a23fa6be40331706e9eebbdaa1,delivered,2018-03-03 23:35:15,2018-03-03 23:48:22,2018-03-07 02:14:30,2018-03-16 23:12:57,2018-03-16,1,6bbe55cf8f85c87b6eebb775a53402f4,e62b2d6ac10570a035a30bafcf01d263,2018-03-08 23:48:22,53.49,8.72,tablets_impressao_imagem,54.0,512.0,1.0,283.0,22.0,12.0,21.0,tablets_printing_image,3d75cbf8643a1c15723adb850fb5f928,4365,sao paulo,SP,Repeater
107626,b86ec88f5bffbf1f61fb5daed332e355,5daf8c734e89f88e5305f9283e7ca135,delivered,2018-01-24 15:15:26,2018-01-25 02:58:13,2018-01-29 16:56:49,2018-03-01 21:57:09,2018-02-14,1,34dabb8af33b3756cf72df05fb327011,e62b2d6ac10570a035a30bafcf01d263,2018-02-01 02:58:13,52.0,8.72,tablets_impressao_imagem,56.0,512.0,1.0,300.0,26.0,10.0,26.0,tablets_printing_image,47c1a3033b8b77b3ab6e109eb4d5fdf3,6634,jandira,SP,Repeater
107627,65693e3a7937ea70a977e883a08de8b8,497ccac91e19ea5df7516a1fc06735d5,delivered,2018-02-22 16:51:30,2018-02-23 02:30:26,2018-02-27 17:20:02,2018-03-01 02:55:12,2018-03-09,1,34dabb8af33b3756cf72df05fb327011,e62b2d6ac10570a035a30bafcf01d263,2018-03-02 02:30:26,52.0,8.72,tablets_impressao_imagem,56.0,512.0,1.0,300.0,26.0,10.0,26.0,tablets_printing_image,acaf5177d6de60fda7ce77c48abb5230,8674,suzano,SP,Repeater
107652,21c9e1884faf91f5fc65224d92b2ef83,0de7cc8d3218ed73d9621192453a418a,delivered,2017-07-05 18:33:29,2017-07-05 18:45:14,2017-07-06 14:47:57,2017-07-07 20:07:47,2017-07-21,1,2eb9b2ef7c1da3c7b99702452ea4729f,0db783cfcd3b73998abc6e10e59a102f,2017-07-14 18:45:14,99.0,9.44,tablets_impressao_imagem,64.0,547.0,3.0,300.0,26.0,3.0,26.0,tablets_printing_image,1590457b4be348b165ff7030a6f94dce,3542,sao paulo,SP,Repeater
107683,157de1652c032429a625d034be79eeeb,ff09fd7b29e7488a8d8a20badcd8befe,delivered,2017-05-10 09:00:07,2017-05-10 09:10:18,2017-05-15 10:06:54,2017-05-22 16:47:57,2017-06-01,1,cc696680ea0cefcd5d7d5d928afb8de8,217f005bb37ff3aeef5b2ae1788e75ba,2017-05-16 09:10:18,24.99,14.1,fashion_esporte,48.0,1108.0,2.0,200.0,27.0,14.0,13.0,fashion_sport,8c21dd8c37144807c601f99f2a209dfb,72587,brasilia,DF,Repeater
107703,a5f8439f1e560659a492608e370ecde2,e548277911829ffe81aac2b4407de701,delivered,2017-05-27 14:03:20,2017-05-27 14:15:16,2017-05-29 09:30:43,2017-06-03 09:20:19,2017-06-21,1,ea9b0b855335919945731f9368f83dc9,c731d18cea9bf687ffee82a241c25b11,2017-06-01 14:15:16,193.0,39.19,la_cuisine,51.0,232.0,1.0,8800.0,55.0,15.0,55.0,la_cuisine,a0abd26659c9914690cbd3320d39fd96,92412,canoas,RS,Repeater
107707,fbd9022ebf9271e1952ca884a972d1bd,3e46b833c6f5d7827700b8ef99db2e08,delivered,2017-07-22 17:55:13,2017-07-22 18:10:09,2017-07-24 18:28:01,2017-07-27 19:03:29,2017-08-11,1,2365562e74dd46f5e99cdc696c504cea,c731d18cea9bf687ffee82a241c25b11,2017-07-27 18:10:09,105.0,14.6,la_cuisine,49.0,554.0,1.0,1750.0,95.0,9.0,37.0,la_cuisine,578035514ad8238fa724f24b4aabc1df,88705,tubarao,SC,Repeater
107801,a7e3fbb3111b4a3c0907fbfad7690ffd,a91aaf744244d91f36c917061c2568b0,delivered,2018-01-12 09:40:31,2018-01-12 09:54:24,2018-01-16 21:25:05,2018-01-22 15:49:29,2018-02-05,1,a04087ab6a96ffa041f8a2701a72b616,53243585a1d6dc2643021fd1853d8905,2018-01-18 09:54:24,599.0,67.68,pcs,55.0,1105.0,1.0,13700.0,27.0,50.0,53.0,computers,75c7cb4037146f5c8e95ade4214396c5,3809,sao paulo,SP,Repeater
107832,e3ef3902f4da2bf727f00602d912d034,897c8801e3fd285ce1196daed5ae2de7,delivered,2017-09-17 08:33:40,2017-09-17 08:45:13,2017-09-19 19:36:10,2017-10-02 17:19:37,2017-10-06,1,d6160fb7873f184099d9bc95e30376af,53243585a1d6dc2643021fd1853d8905,2017-09-21 08:45:13,1349.99,31.32,pcs,55.0,3632.0,4.0,2600.0,16.0,31.0,39.0,computers,58c1b085b54c03a1f1ab5f13d64c2b1c,50865,recife,PE,Repeater
107846,f4b7ccd15f831ff995d4f307b0dc0f0b,223a807962e222b758aeee5610103f47,delivered,2017-08-29 22:38:40,2017-08-29 22:50:12,2017-08-31 19:41:59,2017-09-05 18:52:41,2017-09-15,1,d6160fb7873f184099d9bc95e30376af,53243585a1d6dc2643021fd1853d8905,2017-09-04 22:50:12,1200.0,25.05,pcs,55.0,3632.0,4.0,2600.0,16.0,31.0,39.0,computers,d77aa95864ae5b42160937615628723a,44640,riachao do jacuipe,BA,Repeater
107857,53d6fdda7e6cd60c16d5051f00ac2af3,f33ce5c93bb775dce8f1ee9e1055e65e,delivered,2017-08-29 22:35:42,2017-08-29 22:45:16,2017-08-31 19:36:58,2017-09-05 19:16:04,2017-09-15,1,d6160fb7873f184099d9bc95e30376af,53243585a1d6dc2643021fd1853d8905,2017-09-04 22:45:16,1200.0,25.05,pcs,55.0,3632.0,4.0,2600.0,16.0,31.0,39.0,computers,d77aa95864ae5b42160937615628723a,44640,riachao do jacuipe,BA,Repeater
107863,8193580d95dea97d43937711060b2846,4227cf6df4208d3ff1ce0aaa14e265a9,delivered,2017-11-09 11:20:34,2017-11-10 02:55:59,2017-11-14 21:22:54,2017-11-23 23:09:52,2017-12-05,1,a5215a7a9f46c4185b12f38e9ddf2abc,53243585a1d6dc2643021fd1853d8905,2017-11-17 02:55:59,1340.0,51.79,pcs,55.0,3632.0,4.0,2800.0,16.0,31.0,39.0,computers,da1e7179b9c5a1494d78528cbcf05aa0,89812,chapeco,SC,Repeater
107939,9e7298f5bfed83404b628b69f965c94d,839a0aca2e489a773724ca101f3f5c70,delivered,2017-10-17 19:31:12,2017-10-17 19:46:12,2017-10-18 15:14:56,2017-10-30 23:16:11,2017-11-08,1,ec5b3c8bb77ad22278f6e9d719a83de3,4a3ca9315b744ce9f8e9374361493884,2017-10-23 19:46:12,12.9,15.1,casa_conforto_2,46.0,348.0,1.0,700.0,65.0,18.0,28.0,home_comfort_2,39d28c99c5382bfc238c047203595443,75135,anapolis,GO,Repeater
107951,7ef1629063a04bbeadf9410dcf689ef2,49c92d0c9c958885201558d0d00f452d,delivered,2017-11-20 19:57:03,2017-11-20 20:09:13,2017-11-21 21:47:03,2017-11-30 22:49:06,2017-12-12,1,ec5b3c8bb77ad22278f6e9d719a83de3,4a3ca9315b744ce9f8e9374361493884,2017-11-24 20:09:13,12.9,15.1,casa_conforto_2,46.0,348.0,1.0,700.0,65.0,18.0,28.0,home_comfort_2,39d28c99c5382bfc238c047203595443,75135,anapolis,GO,Repeater
107992,391cbfa45cfc95e90b2168e5afe04b25,3a1500cbb61e14b125c201baaae5afa7,delivered,2018-02-19 09:23:33,2018-02-19 10:07:55,2018-02-21 23:59:37,2018-02-27 16:32:23,2018-03-14,1,f49e985b4cb2d0543890d6dd00077663,f62d7bb4a613ec758a03342d46b580b2,2018-02-23 10:07:55,750.0,43.09,portateis_casa_forno_e_cafe,55.0,1345.0,8.0,9050.0,45.0,33.0,35.0,small_appliances_home_oven_and_coffee,4e6588068c000d6f539cf24c66a96816,70390,brasilia,DF,Repeater
108055,d384b1c62ae84499639bcfbb3f9f8116,e310e666970986357165e676910017f7,delivered,2018-04-08 09:21:58,2018-04-08 09:30:21,2018-04-09 17:41:48,2018-04-19 17:06:51,2018-05-03,1,63b0acbe2513293d425f64289b622766,75fbb52eda0cbc24f479d3b2fbfa8d3e,2018-04-12 09:30:21,24.9,43.59,dvds_blu_ray,29.0,957.0,1.0,150.0,20.0,2.0,14.0,dvds_blu_ray,e6f7a95a474d4f2224834b896c22f66f,85794,alto alegre do iguacu,PR,Repeater
108056,d384b1c62ae84499639bcfbb3f9f8116,e310e666970986357165e676910017f7,delivered,2018-04-08 09:21:58,2018-04-08 09:30:21,2018-04-09 17:41:48,2018-04-19 17:06:51,2018-05-03,2,f52bf37e391284aa9620c377d4dfe4e2,75fbb52eda0cbc24f479d3b2fbfa8d3e,2018-04-12 09:30:21,24.9,58.11,dvds_blu_ray,45.0,694.0,1.0,150.0,20.0,2.0,14.0,dvds_blu_ray,e6f7a95a474d4f2224834b896c22f66f,85794,alto alegre do iguacu,PR,Repeater
108062,80c20223fb6b10d7e541a3cf6c5bf673,dd5c09cd7b2c059211d6663ce3c3f4fa,delivered,2018-04-01 09:29:48,2018-04-01 10:10:08,2018-04-02 17:07:25,2018-04-17 12:38:35,2018-04-25,1,812b558694cd8e22f35f9d1bcfb549b5,75fbb52eda0cbc24f479d3b2fbfa8d3e,2018-04-05 10:10:08,24.9,50.85,dvds_blu_ray,40.0,747.0,1.0,150.0,20.0,2.0,14.0,dvds_blu_ray,e6f7a95a474d4f2224834b896c22f66f,85794,alto alegre do iguacu,PR,Repeater
108068,152f562c8516765cdd5f868c22f3c96a,b01e659ea32e3dd23367daec082b74bc,delivered,2018-06-16 17:34:31,2018-06-16 17:58:37,2018-06-19 12:26:00,2018-06-25 14:24:46,2018-07-16,1,8734d9a13b93f1f8addd0be7c53b6928,75fbb52eda0cbc24f479d3b2fbfa8d3e,2018-06-21 17:58:37,149.0,23.32,dvds_blu_ray,38.0,674.0,1.0,1000.0,20.0,16.0,14.0,dvds_blu_ray,a73c5464692d3bc09d64e3edefae9015,9270,santo andre,SP,Repeater
108150,d3582fd5ccccd9cb229a63dfb417c86f,a682769c4bc10fc6ef2101337a6c83c9,delivered,2018-08-20 19:14:26,2018-08-20 19:30:05,2018-08-21 15:11:00,2018-08-24 14:08:43,2018-09-04,1,df473738565b52f77b4e22b328b41576,01266d4c46afa519678d16a8b683d325,2018-08-22 19:30:05,23.4,15.26,construcao_ferramentas_ferramentas,42.0,369.0,1.0,400.0,16.0,2.0,11.0,costruction_tools_tools,8d50f5eadf50201ccdcedfb9e2ac8455,4045,sao paulo,SP,Repeater
108182,4d0bd88af1748e0658ddfad3100b2958,49679f4c043355c2d9d574699fbeeead,delivered,2018-07-07 14:58:14,2018-07-07 15:10:09,2018-07-09 13:21:00,2018-07-13 18:48:48,2018-07-31,1,e2a0cbe7edb791b26eb99b535e8ab0e0,2646baaf662d4d92ac48f047e35db92d,2018-07-11 15:10:09,219.0,20.72,construcao_ferramentas_ferramentas,58.0,470.0,2.0,600.0,16.0,18.0,12.0,costruction_tools_tools,c6b2ccbe75ac5addb40fcff5db96a5c1,39270,pirapora,MG,Repeater
108183,4d0bd88af1748e0658ddfad3100b2958,49679f4c043355c2d9d574699fbeeead,delivered,2018-07-07 14:58:14,2018-07-07 15:10:09,2018-07-09 13:21:00,2018-07-13 18:48:48,2018-07-31,2,e2a0cbe7edb791b26eb99b535e8ab0e0,2646baaf662d4d92ac48f047e35db92d,2018-07-11 15:10:09,219.0,20.72,construcao_ferramentas_ferramentas,58.0,470.0,2.0,600.0,16.0,18.0,12.0,costruction_tools_tools,c6b2ccbe75ac5addb40fcff5db96a5c1,39270,pirapora,MG,Repeater
108198,8f0f01a6b1970e8f3c336a6b93b96d9c,59190bfc23eca273cebeb6968a2e43c5,delivered,2018-04-09 22:51:46,2018-04-10 22:52:33,2018-04-13 22:44:26,2018-05-04 14:32:42,2018-05-02,1,eedc7b3fb1b94864756336d71f04efd8,4c18691b6037662be2df78a765d98ab5,2018-04-16 22:52:33,6.8,19.32,construcao_ferramentas_ferramentas,45.0,92.0,2.0,100.0,22.0,5.0,17.0,costruction_tools_tools,110991b379efbcebb0d35cbd20bf9698,79550,costa rica,MS,Repeater
108201,18ed15b7c2fadc5faa4db7a9f24d7d61,8a6f41f613047807293074456ba0229a,delivered,2018-03-18 14:49:40,2018-03-18 15:08:04,2018-03-20 02:28:37,2018-03-21 19:57:45,2018-03-29,1,726b4e18f00255e2e63491bcba3f60b8,00ee68308b45bc5e2660cd833c3f81cc,2018-03-22 15:08:04,110.0,38.97,moveis_colchao_e_estofado,41.0,866.0,1.0,1700.0,70.0,10.0,100.0,furniture_mattress_and_upholstery,49257d143ec6384f53a6648062252966,13800,mogi mirim,SP,Repeater
108223,2be4ffd7d4cce421234db66149a7f749,0bf1d9ed15689a889e24bfa49096a1ef,delivered,2017-08-16 16:24:17,2017-08-16 17:44:47,2017-08-18 13:15:51,2017-08-19 12:08:45,2017-08-29,1,f4b3b257580c1430e51d71dd731273c2,f84a00e60c73a49e7e851c9bdca3a5bb,2017-08-22 17:44:47,109.4,41.57,moveis_colchao_e_estofado,48.0,809.0,1.0,28300.0,40.0,46.0,35.0,furniture_mattress_and_upholstery,79c3ef46b89f10777f5604a5e1ee22b5,22260,rio de janeiro,RJ,Repeater
108224,d7537253b8b150b7fa2be482da1e7719,e7b19c0704e43ef4aa419fa77c5c837d,delivered,2017-07-18 10:49:39,2017-07-18 11:23:33,2017-07-19 12:33:09,2017-08-03 15:36:45,2017-08-09,1,f4b3b257580c1430e51d71dd731273c2,f84a00e60c73a49e7e851c9bdca3a5bb,2017-07-24 11:23:33,109.4,69.13,moveis_colchao_e_estofado,48.0,809.0,1.0,28300.0,40.0,46.0,35.0,furniture_mattress_and_upholstery,6f302f15a62c56b3100b67a81bfef328,3921,sao paulo,SP,Repeater
108227,440fd902b617080eeb9463a65ffae07a,e6c637d802f0845af423f47aa090b095,delivered,2018-01-18 00:19:41,2018-01-18 00:31:32,2018-01-25 16:39:01,2018-01-29 17:36:49,2018-02-09,1,eaa3fffe22b0b5efe02db64ab9d3bf84,191d55f7edb8524d525ed01b20fe32e8,2018-01-24 00:31:32,249.0,17.18,moveis_colchao_e_estofado,30.0,2073.0,4.0,1850.0,41.0,21.0,21.0,furniture_mattress_and_upholstery,409fffcdaf4d0eb689458f1df6b2c240,9530,sao caetano do sul,SP,Repeater
108263,5c65f6e8b3825aeb9c088dc89edec2e5,1e660f43dd676ad1838e7fbcf617947c,delivered,2018-06-04 17:03:57,2018-06-06 02:54:28,2018-06-07 11:17:00,2018-06-14 15:26:43,2018-07-17,1,0c8b6b6e4f9ee5fe2c48d6cee4c69bc8,55d3daac7c404d59e51c2aa2f4dc5a23,2018-06-14 02:54:28,100.0,44.47,sinalizacao_e_seguranca,51.0,742.0,2.0,9350.0,55.0,55.0,22.0,signaling_and_security,33176de67c05eeed870fd49f234387a0,94930,cachoeirinha,RS,Repeater
108264,5c65f6e8b3825aeb9c088dc89edec2e5,1e660f43dd676ad1838e7fbcf617947c,delivered,2018-06-04 17:03:57,2018-06-06 02:54:28,2018-06-07 11:17:00,2018-06-14 15:26:43,2018-07-17,2,0c8b6b6e4f9ee5fe2c48d6cee4c69bc8,55d3daac7c404d59e51c2aa2f4dc5a23,2018-06-14 02:54:28,100.0,44.47,sinalizacao_e_seguranca,51.0,742.0,2.0,9350.0,55.0,55.0,22.0,signaling_and_security,33176de67c05eeed870fd49f234387a0,94930,cachoeirinha,RS,Repeater
108282,1ce624df940711ffea6e5176a18eee87,de5eeb7f22e90d51b4ed3d6d43905397,delivered,2018-07-12 10:40:34,2018-07-12 10:55:11,2018-07-24 13:21:00,2018-07-31 19:52:38,2018-08-10,1,12b2d0d0afbc40130f01e2f2f591444c,213b25e6f54661939f11710a6fddb871,2018-07-24 10:55:11,79.9,19.75,sinalizacao_e_seguranca,57.0,922.0,7.0,750.0,16.0,20.0,16.0,signaling_and_security,6a0d68294a58730f94eab8de2abcf050,89680,irani,SC,Repeater
108336,b05c8cc769417646081f2cca46eb35a3,1f8f0bf08a936ad2165d63ff7e9ddff9,delivered,2018-02-15 22:43:42,2018-02-16 14:31:26,2018-02-21 02:00:05,2018-02-21 19:22:05,2018-03-01,1,161c9558fccfbf0a9ed72b42285635ec,6481e96574816ead57975da2c0f6d80d,2018-02-21 23:31:35,20.0,8.27,sinalizacao_e_seguranca,59.0,592.0,2.0,450.0,60.0,30.0,22.0,signaling_and_security,6a3a03f3c7afeb25ce61700d914a841a,2545,sao paulo,SP,Repeater
108337,b05c8cc769417646081f2cca46eb35a3,1f8f0bf08a936ad2165d63ff7e9ddff9,delivered,2018-02-15 22:43:42,2018-02-16 14:31:26,2018-02-21 02:00:05,2018-02-21 19:22:05,2018-03-01,2,161c9558fccfbf0a9ed72b42285635ec,6481e96574816ead57975da2c0f6d80d,2018-02-21 23:31:35,20.0,8.27,sinalizacao_e_seguranca,59.0,592.0,2.0,450.0,60.0,30.0,22.0,signaling_and_security,6a3a03f3c7afeb25ce61700d914a841a,2545,sao paulo,SP,Repeater
108354,1001fec33bc88a484d7431bec2147348,11342c1fb8b203ab328495db18dd8caf,delivered,2017-09-20 18:26:13,2017-09-22 05:35:22,2017-09-22 17:14:50,2017-09-26 09:32:59,2017-10-06,1,b655ebf10fa7727c97d82cffcfe96ab9,02c988090b766852e088c69d7fb3b551,2017-09-28 05:35:22,9.5,9.09,sinalizacao_e_seguranca,44.0,583.0,1.0,225.0,24.0,13.0,31.0,signaling_and_security,7849336c1b7785f258ffef06aedbd216,13905,amparo,SP,Repeater
108355,1001fec33bc88a484d7431bec2147348,11342c1fb8b203ab328495db18dd8caf,delivered,2017-09-20 18:26:13,2017-09-22 05:35:22,2017-09-22 17:14:50,2017-09-26 09:32:59,2017-10-06,2,b655ebf10fa7727c97d82cffcfe96ab9,02c988090b766852e088c69d7fb3b551,2017-09-28 05:35:22,9.5,9.09,sinalizacao_e_seguranca,44.0,583.0,1.0,225.0,24.0,13.0,31.0,signaling_and_security,7849336c1b7785f258ffef06aedbd216,13905,amparo,SP,Repeater
108356,1001fec33bc88a484d7431bec2147348,11342c1fb8b203ab328495db18dd8caf,delivered,2017-09-20 18:26:13,2017-09-22 05:35:22,2017-09-22 17:14:50,2017-09-26 09:32:59,2017-10-06,3,b655ebf10fa7727c97d82cffcfe96ab9,02c988090b766852e088c69d7fb3b551,2017-09-28 05:35:22,9.5,9.09,sinalizacao_e_seguranca,44.0,583.0,1.0,225.0,24.0,13.0,31.0,signaling_and_security,7849336c1b7785f258ffef06aedbd216,13905,amparo,SP,Repeater
108357,1001fec33bc88a484d7431bec2147348,11342c1fb8b203ab328495db18dd8caf,delivered,2017-09-20 18:26:13,2017-09-22 05:35:22,2017-09-22 17:14:50,2017-09-26 09:32:59,2017-10-06,4,b655ebf10fa7727c97d82cffcfe96ab9,02c988090b766852e088c69d7fb3b551,2017-09-28 05:35:22,9.5,9.09,sinalizacao_e_seguranca,44.0,583.0,1.0,225.0,24.0,13.0,31.0,signaling_and_security,7849336c1b7785f258ffef06aedbd216,13905,amparo,SP,Repeater
108358,1001fec33bc88a484d7431bec2147348,11342c1fb8b203ab328495db18dd8caf,delivered,2017-09-20 18:26:13,2017-09-22 05:35:22,2017-09-22 17:14:50,2017-09-26 09:32:59,2017-10-06,5,b655ebf10fa7727c97d82cffcfe96ab9,02c988090b766852e088c69d7fb3b551,2017-09-28 05:35:22,9.5,9.09,sinalizacao_e_seguranca,44.0,583.0,1.0,225.0,24.0,13.0,31.0,signaling_and_security,7849336c1b7785f258ffef06aedbd216,13905,amparo,SP,Repeater
108363,765bb3ceb5fc35d9d71f6807ce32426d,5829e40d511bf2a1536514019d77bfed,delivered,2018-02-15 22:43:41,2018-02-16 14:32:40,2018-02-21 02:00:04,2018-02-21 19:22:05,2018-03-01,1,668c66401c7341a09fbde2bcf15c1d55,6481e96574816ead57975da2c0f6d80d,2018-02-21 23:31:22,60.0,32.78,sinalizacao_e_seguranca,60.0,331.0,2.0,11100.0,100.0,73.0,13.0,signaling_and_security,6a3a03f3c7afeb25ce61700d914a841a,2545,sao paulo,SP,Repeater
108434,64f5569ef96004a1e1137bdf28fd4c45,abd49ba4cf56e622b951f281361f56ad,delivered,2016-10-05 21:10:56,2016-10-06 15:59:50,2016-10-30 13:27:40,2016-10-31 13:27:40,2016-11-29,1,ecac086eca2f806295b1f43b4f6ca119,dc8798cbf453b7e0f98745e396cc5616,2016-10-10 15:59:50,54.9,14.73,fashion_roupa_feminina,40.0,1628.0,2.0,600.0,60.0,60.0,15.0,fashio_female_clothing,94e5ea5a8c1bf546db2739673060c43f,35730,capim branco,MG,Repeater
108439,3d6002f122e72a5d6e07d4c54e79e3a4,b64829ad9cd22c94718e7000539cd318,delivered,2018-03-21 18:59:56,2018-03-21 19:10:24,2018-03-22 20:34:01,2018-03-23 14:53:28,2018-04-03,1,bfa393df5b4494bea7158660999a921b,b499c00f28f4b7069ff6550af8c1348a,2018-03-27 19:10:24,29.99,8.64,fashion_roupa_feminina,42.0,367.0,6.0,350.0,16.0,5.0,20.0,fashio_female_clothing,d3359a56d96666ac0c21bb01e7a61c95,3162,sao paulo,SP,Repeater
108440,3d6002f122e72a5d6e07d4c54e79e3a4,b64829ad9cd22c94718e7000539cd318,delivered,2018-03-21 18:59:56,2018-03-21 19:10:24,2018-03-22 20:34:01,2018-03-23 14:53:28,2018-04-03,2,bfa393df5b4494bea7158660999a921b,b499c00f28f4b7069ff6550af8c1348a,2018-03-27 19:10:24,29.99,8.64,fashion_roupa_feminina,42.0,367.0,6.0,350.0,16.0,5.0,20.0,fashio_female_clothing,d3359a56d96666ac0c21bb01e7a61c95,3162,sao paulo,SP,Repeater
108441,3d6002f122e72a5d6e07d4c54e79e3a4,b64829ad9cd22c94718e7000539cd318,delivered,2018-03-21 18:59:56,2018-03-21 19:10:24,2018-03-22 20:34:01,2018-03-23 14:53:28,2018-04-03,3,bfa393df5b4494bea7158660999a921b,b499c00f28f4b7069ff6550af8c1348a,2018-03-27 19:10:24,29.99,8.64,fashion_roupa_feminina,42.0,367.0,6.0,350.0,16.0,5.0,20.0,fashio_female_clothing,d3359a56d96666ac0c21bb01e7a61c95,3162,sao paulo,SP,Repeater
108442,3d6002f122e72a5d6e07d4c54e79e3a4,b64829ad9cd22c94718e7000539cd318,delivered,2018-03-21 18:59:56,2018-03-21 19:10:24,2018-03-22 20:34:01,2018-03-23 14:53:28,2018-04-03,4,bfa393df5b4494bea7158660999a921b,b499c00f28f4b7069ff6550af8c1348a,2018-03-27 19:10:24,29.99,8.64,fashion_roupa_feminina,42.0,367.0,6.0,350.0,16.0,5.0,20.0,fashio_female_clothing,d3359a56d96666ac0c21bb01e7a61c95,3162,sao paulo,SP,Repeater
108453,2dd604f5ec1bd2f58c14e9908c7df826,a3b0fda37bae14cf754877bed475e80c,delivered,2018-01-31 16:43:23,2018-02-01 11:35:44,2018-02-06 15:35:16,2018-02-10 16:12:22,2018-02-22,1,6e02baf23db1455640241542c78be139,cca3071e3e9bb7d12640c9fbe2301306,2018-02-07 11:35:44,65.9,12.8,fashion_roupa_feminina,58.0,341.0,1.0,900.0,25.0,5.0,17.0,fashio_female_clothing,c9158d089637ab443c78984d20da7fc0,5727,sao paulo,SP,Repeater
108476,ac00b2ff2ee93f4ac33b64cd6b656ab4,d11e21eb43c005333b4e9f0e279eec3c,delivered,2017-06-11 06:22:27,2017-06-11 06:35:15,2017-06-14 12:39:57,2017-06-28 08:39:16,2017-07-05,1,2819e0fe205e3a81329782eb5fb274db,94144541854e298c2d976cb893b81343,2017-06-15 06:35:15,65.0,15.2,fashion_roupa_feminina,46.0,110.0,1.0,300.0,30.0,10.0,25.0,fashio_female_clothing,21559d7ff0ebff720e5e160184338fed,86040,londrina,PR,Repeater
108482,048297b4e795502db60be292e12dd390,d5504bb8d69de23d8c49bd96e55e51ec,delivered,2018-03-26 03:50:48,2018-03-26 04:08:31,2018-03-29 16:22:03,2018-04-09 18:46:51,2018-04-12,1,3fdb534dccf5bc9ab0406944b913787d,270d3ef21830ad0ecf3a6c53d08a533a,2018-03-30 04:08:31,25.0,13.71,fraldas_higiene,58.0,634.0,2.0,600.0,21.0,12.0,17.0,diapers_and_hygiene,89be58cbdd6ef318e3ed93fdb22be178,18407,itapeva,SP,Repeater
108483,048297b4e795502db60be292e12dd390,d5504bb8d69de23d8c49bd96e55e51ec,delivered,2018-03-26 03:50:48,2018-03-26 04:08:31,2018-03-29 16:22:03,2018-04-09 18:46:51,2018-04-12,2,3fdb534dccf5bc9ab0406944b913787d,270d3ef21830ad0ecf3a6c53d08a533a,2018-03-30 04:08:31,25.0,13.71,fraldas_higiene,58.0,634.0,2.0,600.0,21.0,12.0,17.0,diapers_and_hygiene,89be58cbdd6ef318e3ed93fdb22be178,18407,itapeva,SP,Repeater
108484,048297b4e795502db60be292e12dd390,d5504bb8d69de23d8c49bd96e55e51ec,delivered,2018-03-26 03:50:48,2018-03-26 04:08:31,2018-03-29 16:22:03,2018-04-09 18:46:51,2018-04-12,3,3fdb534dccf5bc9ab0406944b913787d,270d3ef21830ad0ecf3a6c53d08a533a,2018-03-30 04:08:31,25.0,13.71,fraldas_higiene,58.0,634.0,2.0,600.0,21.0,12.0,17.0,diapers_and_hygiene,89be58cbdd6ef318e3ed93fdb22be178,18407,itapeva,SP,Repeater
108485,048297b4e795502db60be292e12dd390,d5504bb8d69de23d8c49bd96e55e51ec,delivered,2018-03-26 03:50:48,2018-03-26 04:08:31,2018-03-29 16:22:03,2018-04-09 18:46:51,2018-04-12,4,3fdb534dccf5bc9ab0406944b913787d,270d3ef21830ad0ecf3a6c53d08a533a,2018-03-30 04:08:31,25.0,13.71,fraldas_higiene,58.0,634.0,2.0,600.0,21.0,12.0,17.0,diapers_and_hygiene,89be58cbdd6ef318e3ed93fdb22be178,18407,itapeva,SP,Repeater
108486,048297b4e795502db60be292e12dd390,d5504bb8d69de23d8c49bd96e55e51ec,delivered,2018-03-26 03:50:48,2018-03-26 04:08:31,2018-03-29 16:22:03,2018-04-09 18:46:51,2018-04-12,5,3fdb534dccf5bc9ab0406944b913787d,270d3ef21830ad0ecf3a6c53d08a533a,2018-03-30 04:08:31,25.0,13.71,fraldas_higiene,58.0,634.0,2.0,600.0,21.0,12.0,17.0,diapers_and_hygiene,89be58cbdd6ef318e3ed93fdb22be178,18407,itapeva,SP,Repeater
108487,5020a3db49225f967490d76021c7d13a,5a8b3e70cb6bfdbc353bcb5ae2b4d4eb,delivered,2018-01-28 23:36:01,2018-01-28 23:58:29,2018-01-31 22:45:00,2018-02-08 16:26:10,2018-02-20,1,3fdb534dccf5bc9ab0406944b913787d,270d3ef21830ad0ecf3a6c53d08a533a,2018-02-01 23:58:29,25.0,12.69,fraldas_higiene,58.0,634.0,2.0,600.0,21.0,12.0,17.0,diapers_and_hygiene,89be58cbdd6ef318e3ed93fdb22be178,18407,itapeva,SP,Repeater
108488,5020a3db49225f967490d76021c7d13a,5a8b3e70cb6bfdbc353bcb5ae2b4d4eb,delivered,2018-01-28 23:36:01,2018-01-28 23:58:29,2018-01-31 22:45:00,2018-02-08 16:26:10,2018-02-20,2,3fdb534dccf5bc9ab0406944b913787d,270d3ef21830ad0ecf3a6c53d08a533a,2018-02-01 23:58:29,25.0,12.69,fraldas_higiene,58.0,634.0,2.0,600.0,21.0,12.0,17.0,diapers_and_hygiene,89be58cbdd6ef318e3ed93fdb22be178,18407,itapeva,SP,Repeater
